April morning --,the soft shadows,between her breasts,
sliver moon --,the scowl,on Grandma's face,
killer frost in May --,my daughter leaves,for Africa,
tie me up, tie me down,the line forms,a lifetime ago,
melting,with each lingering kiss,spring snow,
midwinter thaw --,wiping my forehead,with a ski glove,
autumn fog,I can barely see,my breath,
warming trend --,I deepen her neckline,with my eyes,
outside South Station,a former day trader,plays the blues,
after the rain,the deepening blue,of her eyes,
new moon,meeting,my daughter's boyfriend,
two days before spring,snow clings,to evergreen leaves,
oppressive humidity --,savoring every inch,of your wetness,
translating,your body language,I grow harder,
urban playground,graffiti,up and down,the see-saw,
end-of-year rush --,green leaves,fall to the ground,
oppressive humidity --,my brother's wife's,personal ad,
chilly morning --,the dog,steals my blanket,
old and gray,a picket fence strains,against the snow,
old and gray,a picket fence wavers,in the snow,
Christmas approaching,my daughter's boyfriend,calls me &quot;sir&quot;,
heat wave --,to ease your discomfort,I mentally undress you,
shorts in the morning,flannel blankets at night --,September comes to Boston,
the PC reboots --,my brother moves in,with my parents,
crowded train --,second-hand smoke,meets cheap cologne,
leaves fall to the ground,but where will this,Bear Market land?,
spring cleaning --,maybe this year,I'll throw out those love letters,
plunging beneath,the lake's surface --,full moon and the Dow,
winter morning --,the glow,of fair-weather clouds,
church renovation --,a dumpster parked,in the pastor's spot,
my daughter's midnight snack,sets off the smoke alarm,
New England morning,the fog,is deaf,
Boston skyline,empty,without you,
South Station --,everyone ignores the crazy man,except the pigeons,
funeral mass --,an elderly priest ,awakens to incense,
funeral mass --,an elderly priest awakens,to incense,
Fenway slugfest --,the bears,beat the bulls,
tropical honeymoon --,her moans of passion,silence the crickets,
another daughter in college,heat rises from the pavement,
economic optimism --,my jar of pennies,almost full,
restless sleep,an old engine,rusting,in the trainyard,
September rain --,the college freshmen,are getting younger,
power failure --,a (lonely) night,without the web,
Jo's Cafe,the man with the sunglasses,clutches his cup,and sleeps,
examination room,all eyes,on my unmatching socks,
registration desk,a coffee-stained folder,with my name on it,
after 44 years,I no longer count,passing freight cars,
winter weekend --,warming up,to a cold ale,
train running late,I count the minutes,of sleep I missed,
wishing it would rain --,a screaming child,on a crowded train,
cool autumn night,her nipples,staring back at me,
the wise lover --,she cries &quot;faster&quot;,he whispers &quot;no&quot;,
Monday morning,waking up from a nightmare,before it ends,
trimming the hedges,I never met a rhododendron,I didn't hate,
dockside lunch,a sea gull,steals my sandwich,
going down --,her grip on the bedposts,tightens,
sad news --,continuing cold,in the neighorhood,
April Fool's Day --,the city is besieged,by another cold snap,
rain delay,my son wears his baseball glove,on his head,
summer love --,moonlight reflected,in our undulating sweat,
church for rent:,a cell phone tower,where the cross once stood,
ball game over,we take off our clothes --,a tight finish,
black ice --,the flashing blue lights,of a police car,
urban freeze --,only a cigarette butt,crosses the street,
the Sox clinch --,new moon,in a starless sky,
war on the horizon,the full moon disappears,into fog,
Sunday morning,the old dog,takes his time,
blurred vision,if only the train had come,two beers sooner!,
moving day,a name,in the trash can,
leading the polls ,in the human race ,undecided,
teenage troubles --,I forfeit,another chess match,
waiting room ,a young mother knits ,her brow,
unable to write,a nature haiku,a moth flies down my shirt,
swing and a miss!,the neighborhood tomboy's,newly improved curves,
autumn wind --,a leaf falls,ripples in a puddle,
the business trip,sleeping on her side of the bed,without her,
city sidewalk,a well-dressed man bends down,to pick up a quarter,
September,dew clings,to wild flowers,
cool morning,dew clings,to wild flowers,
heartbreak at Fenway,a cold beer,abandoned,
Earth Mother ,her love letters ,in the recycle bin,
reflected,in the rat's eyes,Times Square,
Downtown Crossing,the shadows,have wings,
hundreds of brave young men,take up positions --,March Madness begins,
the battle resumes --,shouts of protest,at the State House,
remembering,my mother's birthday,a stray dog barks,
South Station --,a pigeon inspects,an unattended bag,
gibbous moon,Napoleon and I,share the same birthday,
in a patch of gravel,between Back Bay and Yawkey,wild flowers,
in a patch of gravel,between stations,wild flowers,
crowded elevator,I keep pressing,the same button,
gloomy and gray,the morning sky,and me,
clear skies,the Red Sox break,a three-game slide,
Downtown Crossing,the shadows speak,to one another,
Mars behind clouds,I focus the telescope,on my neighbor undressing,
bent over by the snow,the mighty spruce,and me,
Groundhog Day,my own shadow,grows grayer,
nostalgia trip --,the bus that used to take me,to the house I couldn't afford,
cold spell continues --,like my hair,the snow turns grayer,
partly sunny,or partly cloudy?,the wait for market open,
daylight savings --,I'd love to have,that hour back,
cold spell continues --,each day it gets harder,to imagine you naked,
adolescence,the silence,between father and son,
waiting for her - ,so much ,unclaimed baggage,
my desire,shifts into overdrive --,her parting lips,
clouds without rain,Nomar strikes out,with the bases loaded,
remembering an old girlfriend,the sign reads,'Entering Shirley',
burning a flag,in the bitter cold --,the chill,
train ride to Boston,suburbia,rushes by,
having finally won,at solitaire,the day begins,
the neighborhood bully,throws a rock at passing cars,and hides,
moonless night,I swear I heard,his footsteps last night,
it isn't love,until she's shown you,all her tattoos,
reconciliation,nothing but words,between us,
moving day ,a laminated name tag ,in the trash can,
the battle is joined --,I take refuge,between her legs,
where Christmas presents had been dried pine needles,
heavier than a sigh,my daughter's luggage,for a long journey,
overcast night,why did you steal,my full moon?,
one day after pay day,half my bills,half-paid,
melting snow --,the Fenway bleachers,glisten,
a beautiful day,how many more times,will I clear my throat?,
Harvard Square,where Starbuck's,meets graffiti,
crowded waiting room,the TV blares,a diarrhea commercial,
bombs over Baghdad --,but my sleep is disturbed,by a chirping pager,
Downtown Crossing --,the steel drum plays,&quot;Silent Night&quot;,
incoming train,please take away,this snoring drunkard!,
the ex-wife calls,a warm skunky beer,poured down the sink,
my daughter turns twenty,light rain clings,to a leopard orchid,
staying in my hotel room,I lose another game,of solitaire,
budget time --,would my bank overlook,a half trillion dollar deficit?,
surprise!,liberated Iraq,isn't voting Republican,
silence --,the condom breaks,
home sick from work,the dog and I,share a pillow,
dirty snow - a cold that just won't go away,
picking through the trash,a man whistles,an old blues tune,
continued cold,the oil delivery man,apologizes,
in my dreams,they all melt away --,winter clouds,
a day of meetings --,sea gulls hover,above the fishing boat,
raindrops on my window --,the face of a woman,I once loved,
Worcester local --,a student eats breakfast,on &quot;Adventures in Algebra&quot;,
Greenspan speaks --,a mother and seven ducklings,cross the highway,
Greenspan speaks --,the train stalls,one stop from its destination,
wishing he could fly --,the snow-covered,pink flamingo,
Veteran's Day --,today's war headline,covered with frost,
fresh graffiti --,it's beautiful,but what does it say?,
running her fingers,through her long long hair,she glares at me,
waiting for x-rays,the spot on my glasses,won't come off,
thank goodness!,another U.S. bean counter,to govern Free Iraq,
behind a wall of black smoke,more assurances,from the Pentagon,
surprise shower,finally an umbrella,right where I left it,
Critical Alert,the pager interrupts,a critical moment,
intermission,a street musician removes the trash,from his coffee can,
late-night accident,a flare trampled,by speeding cars,
sudden rain shower --,the fireflies,grow dim,
two blocks from the Christian concert,solicitations from a cut-rate hooker,
fog,skyscraper,meets sky,
starry night --,the Red Sox live to see,the harvest moon,
post-op,the tile beneath my feet,so cold,
frozen to the fence,the newspaper advertises,a Caribbean cruise,
post-war planning --,a man chokes to death,on unchewed steak,
halftime --,two strangers,are strangers again,
subway construction --,no, wait - it's a,Berklee Music School drop-out,
horny as hell she makes me wait for the next shooting star,
ready for battle,the dog chokes,on its leather leash,
Christmas Eve --,a pigeon trims its nest,with tinsel,
cold autumn morning,two squirrels fight,in the leaves,
longer nights --,so why,am I sleeping less?,
back to work,a new layer of frost,on my windshield,
a crumb falls down her blouse --,I don't remember,her question,
South Station --,a little boy pets,the bomb-sniffing dog,
picking up my kids,the sign reads,&quot;rough road ahead&quot;,
unable to sleep --,the glow of the moon,against the snow,
while the city sleeps,pigeons rule,the subway,
waiting for the interview to begin - slow steady rain,
crossing Canal Street,I ask the taxi driver,&quot;where are you taking us?&quot;,
&quot;we need more rain,like I need more beer&quot;,he said, pouring another,
downtown Bridgeport,weeds find the cracks,in an empty parking lot,
game-winning homer,the crickets,grow silent,
warm weather forecast,I (still) scrape (the) frost,from my windshield,
partial thaw --,the potholes,deepen,
my daughter turns twenty,light rain clings,to a pure white orchid,
budget deficit --,I guess I'll have to skip,that third cup of coffee,
a praying mantis,soaks up the sun,in our fallow garden,
scattering pigeons --,a homeless man,flirts with schoolgirls,
first date --,her eyes measure,the size of his cock,
finding a rhythm,her words trail off,into sighs,
overcast sky,my daughter leaves,for a faraway place,
day after Christmas,a red and white bow,on the dog,
hot July morning,paw prints,on my windshield,
rushing to an important meeting my umbrella turns inside out,
persistent drizzle,the conductor flirts,with schoolgirls,
Copley Square,stone and steel,reaching for the sky,
Mississippi bridge,a freight train,rides into the sunset,
coldest day of the year --,my credit card bill arrives,
the charm,of a New England winter --,my aching back!,
who is this woman,whose name is tatooed,on a man's neck?,
overcast morning,nobody wakes,the sleeping passenger,
proud to be gray,the old Customs House,
proud to be gray,the old clock tower,
new year's morning,fresh snow,fills the potholes,
in my dreams,when I awaken,the sound of a train,
RED SOX SWEEP,reads the man,with the bad toupee,
above the bare trees,winter storm clouds,the size of my fist,
above the bare trees,winter storm clouds,the size of my fist,
approaching storm,a spider web,shimmers in the breeze,
peaceful dinner --,a dry French wine,with my Turkey,
incomplete pass,the girl at the end of the bar,would rather watch football,
at the bus stop,school girls shiver,in their back-to-school best,
restless night --,a bare branch,scratches the shutter,
Government Center,a flock of pigeons,fights over crumbs,
bad blues band --,how quickly can I consume,my two drink minimum?,
October 16th,a butterfly disappears,over Fenway Park,
a lull in the conversation --,we search the bar,for first dates,
approaching thunder,your grip tightens,as I enter you,
church parking lot,my eyes grow accustomed,to the darkness,
this morning,the alarm clock sounds,further away,
december winds,I watch as she chases,after her hat,
unexpected chill,she notices me,noticing her nipples,
review time --,the old dog,learns a new trick,
clinging,to my daughter's toe ring,wild daisies,
trying to sleep,on a crowded train --,the smell of newsprint,
shoveling snow,I whistle,a Beach Boys tune,
the business trip,the dog's disappointment,that it's only me in bed,
summer storm clouds,the air thickens,with silence,
meeting the new boss,outside,the same cold wind blows,
winter commute --,Monday morning's,bitter wind,
on hold,the sun traces an arc,through the sky,
the Market improves,a sick cat,drinks from a puddle,
rumors of war --,removing decorations,from the Christmas tree,
winter clouds --,how slowly the train moves,beneath them,
a businessman talks to himself --,is his hands-free cell phone,just a prop?,
orthopedist's office --,the skeleton's,magic marker mustache,
rain delay,my baseball glove doubles ,as an umbrella,
through sidewalk vents,the warm breeze,of a passing subway,
fair weather clouds --,how long,until the next storm?,
approaching cold front,letting the wind,blow through me,
my daughter calls --,azalea blossoms,filled with rain,
unable to hide,her delicate curves --,a bulky sweater,
a bulky sweater,unable to hide,her delicate curves,
winter rain --,a sagging string,of Christmas lights,
winter rain --,the echo of a blues guitar,in an empty club,
winter rain --,women dancing with women,at the night club,
The Plough and Stars,a collage of faded photos,and cobwebs,
Fenway field trip --,I tell the children,there is no Babe Ruth,
empty subway station,the accordian player,lights a cigarette,
The President speaks --,outside a dog barks,at its own echo,
sleepless night,buried under blankets,the dog sighs,
waiting room --,I know I've seen,this puzzle before,
Cambridge side street --,I know a shortcut,but this isn't it,
in love with a soldier,she watches CNN,and masturbates,
visiting my childhood home a shadow on the moon,
summer heat,moths circle the light,of an oncoming train,
spring snow --,the freshness,of an updated resume,
killing frost --,the tomatoes,at half-mast,
Beale Street,a street musician's,sidewalk symphony,
awakened from a deep sleep,the cat's eyes,glisten,
fire drill --,engineers evaluate,the secretaries,
she's so drunk,he thinks,she,just,might,come,home,with him,
two fenced-in flower beds,filled with weeds --,her chronic pain,
tax cuts both ways,
summer morning,the sound of a car alarm,lingers closer,
Fatherhood:,stepping on the phantom brake,when my son drives,
gibbous moon,a fallen leaf,trembles,
November fog --,the dog chases,a wind-blown leaf,
writer's block,a shadow,on the moon,
summer rain,a sea gull,among pigeons,
on the other end,of Beale Street,Mississippi sunset,
the perfect use,for a brick wall --,my graffiti,
empty canvas,an art student,boards a subway car,
Fort Point Channel,the old barge,finds a hole in the dock,
the bartender's Irish accent,improves with every Guinness,
our president addresses the nation a passing garbage truck,
one beer too many,how beautifully the stars dance,on the ceiling,
new moon --,the cat sleeps,...or does he?,
daylight savings ends --,a gift from grandma,the one clock I can't turn back,
Long Island souvenir --,seagull droppings,on my windshield,
wearing a hands-free cell phone,the well-dressed businessman,talks to himself,
pretending to be tourists,the transit cop,lets us keep our camera,
forty degrees --,the music,of melting snow banks,
the conductor wakes me,from a sound sleep --,it's still Monday,
beautiful...,autumn leaves,in the storm sewer,
her kiss --,I reach,for the moon,
still echoing,in my beer-filled skull,the 'mwah' of her kiss,
under a melting snow bank,the sea gull's next meal,
winter commute --,stepping into,yesterday's footprints,
first snow --,even the dog,would rather stay inside,
winter morning --,the silence,of a frozen hard drive,
eighteen inches,of winter kigo --,my aching back!,
friendly receptionist,I steal a kiss,from her candy dish,
home sick from work,a long day's journey,into Nyquil,
wild daisy,the tattoo,on her bare belly,
a man begs for change --,am I the bastard,who laid him off?,
summer silk -,her nipples,find my eyes,
now that my taxes,are in the mail,it's cold again,
a Boston pacifist's prayer:,may this war end,before the Sox win it all,
cool autumn night,we invite the dog,into bed,
crowded waiting room ,I'm the only one ,wearing headphones,
waiting for the train,a woman prunes a stray thread,from her flowered dress,
crowded subway car,straining to see,her other tattoos,
facing downtown,the pain,of what's not there,
power failure,a little girl still waits,for the &quot;Walk&quot; signal,
this perfect sunset,imperfect,without you,
always faithful,the last train,waits for me,
Cafe Habana,the double espresso rush,of her bare shoulders,
under raked leaves,the principal's note,I never read,- Paul David Mena ,
shares of NBC rise,on news the war,won't pre-empt &quot;Friends&quot;,
let's turn off the news ,and hold each other ,extra long tonight,
the final battle --,my seventeen year-old son,asks for the car keys,
all thoughts,return to the void --,my Palm Pilot resets,
death to my enemy!,a moment of stillness,and then another mosquito,
death to my enemy!,barely a moment later,I hear another mosquito,
spring break --,a pair of mourning doves,builds a nest,
the other side of Beale Street --,a barge eases down,the Mississippi,
fresh snow,a cheerful email,from my daughter,
College Night --,the last of the snow banks,turns to mud,
Tax Day --,a red squirrel chatters,above my head,
bitter morning --,her kiss freezes,on my lips,
State of the Union,painful numbness,in my fingertips,
crowded department store,adjusting my posture,as I walk past the mannequins,
slow train --,the bickering,of an elderly couple,
over Fenway Park,the harvest moon,almost full,
running for the train,a pothole fills,with melting snow,
too sad,for a nursery rhyme,May showers,
drifting,in a puddle of mud,an empty coffee cup,
so light in my hand,I imagine him flying --,the dead bird,
the weekend --,patches of dead grass,in the dirty snow,
laughter from above --,even the mockingbird knows,I'm a city boy,
more rain,an underground movement,of street musicians,
more rain,the street musicians,go underground,
in a steam-covered mirror,a close shave,
the street musician's dobro,reflected in his shades,&quot;Life's Like a Railway Station&quot;,
approaching storm,the sky darkens,with crows,
flying home to Boston,a baseball diamond,shines through the clouds,
the waiting room,all the crossword puzzles,filled in,
like a Scud missile,fired at random targets,the Dow falls,
blues festival --,a dragonfly dances,above the treetops,
my car in the shop,I can't stop singing,&quot;Key to the Highway&quot;,
September rain --,a caterpillar crawls,across a maple leaf,
cold snap --,a spider fights me,for the first log,
the war is over,for one haiku poet -,seagull's cry,
lost weekend,the blurred lights,of an inbound train,
making the All-Star team,why can't my gifted son,make his bed?,
last week of April --,the birds sing,while I scrape my windshield,
snow squall --,my muscles ache,from winter kigo,
her silk blouse,so tight,I could burst,
first thaw,a melting icicle,drips into her cleavage,
grass stains on her blouse,no one asks,why she's late for the meeting,
snow-plowed streets,all cars,the color of road salt,
May in New England,the building I call &quot;work&quot;,enveloped in fog,
approaching train,frantic puffs,on a freshly lit cigarette,
doctor visit,the street musician sings,&quot;Knockin' on Heaven's Door&quot;,
skyscraper,her silhouette,in the fog,
rrring!!!,six people reach,for their cell phones,
my son celebrates,his eighteenth birthday --,longest night of the year,
sad news --,the morning,couldn't be colder,
all-night supermarket,I get the shopping cart,with the shaky front wheel,
Christmas Eve --,Santa's favorite elf,wearing only tinsel,
snow to rain to ice,a persistent head cold,settles in my chest,
Thanksgiving traffic --,the cassette begins,for a third time,
two wandering drunks,suddenly friends,with the piano player,
no spare change --,the veteran's flag,at half mast,
hard at work,all of these people,to write about,
looking for a gas station,I tell my son,&quot;it's Dad, not dude&quot;,
first friday of spring,I can't get that sax solo,out of my head,
late November --,chasing a fat squirrel,away from the pumpkin,
snow in the forecast --,a traffic jam,in the dairy aisle,
snow turns to rain --,phone calls to my children,unanswered,
Florida trailer park --,vultures soaring,in tight circles,
crowded elevator --,what's so interesting,about my shoes?,
college visit -,dogwoods almost ready,to blossom,
the Wayside Inn --,a flame flickers,in the fake fireplace,
startled from sleep,I don't recognize,this train stop,
December rain --,nobody wants to walk,last year's Christmas present,
rain out --,one more day to dream,in October,
rain out --,one more day in October,to dream,
late night of paperwork --,crossing my eyes,and missing the T,
Good Friday,a freshly brewed,home-crafted beer,
snowy night --,my son scores another touchdown,in my dreams,
morning commute --,a freshly spun,spider web,
central Pennsylvania,the scenic view,between billboards,
crowded subway car --,whose newspaper,shall I read today?,
next stop,on the Green Line:,a long dark tunnel,
Cambridge brewpub --,a man reading Freud,strokes his pint glass,
Cambridge brewpub --,a man reading Freud,strokes his pilsner,
the morning after --,Zoot Suit Riot,sleeps in the park,
dance all night,sleep all day,The Blues is good!,
burning leaves --,Kerry concedes,the election,
playoffs at Fenway --,the squirrel peels,another quince,
winter dreariness --,I can't bear,to look at the moon,
pre-dawn lovemaking,tulip blossoms,fill with dew,
seeing my breath,is better than,not seeing my breath,
the girl next door --,she has no idea how much,I want to fuck her,
the girl next door ,has no idea how much,I want to fuck her,
trimming the hedges,a wasp nest,discovers me,
Downtown Crossing,an old man talks to pigeons,about Jesus,
crowded train --,what's so interesting,about my shoes?,
first day of Spring --,my baseball bat,behind snow shovels,
why rake leaves,when I can write this haiku,about raking leaves?,
darkening skies --,a pile of discarded,lottery tickets,
darkening skies --,the sidewalk littered,with lottery tickets,
watching TV with my parents,the silence,during condom commercials,
between sets,the stripper drags,on a cigarette,
in Spanish class,my stomach,rolls a perfect &quot;r&quot;,
lonely highway --,sparks from a cigarette,follow the truck,
closing time --,my new best friend,the barstool,
full moon --,how brightly,the fresh snow shines,
midnight --,(but) the day has just begun,for the mosquito,
commuting to the new job,lone crow,perched on a power line,
heavy sigh,the 7:09 train,right on time,
empty coffee house --,the folk singer's,heartache,
on-time departure,my daughter doesn't see me,wave goodbye,
pulling in to South Station,I finally win,at solitaire,
finally some sense!,Central Square drunks,talking politics,
Central Square,the prostitute doesn't ask me,for a light,
Columbus Day --,a telephone rings,in an empty phone booth,
cross removed,the old church's,luxury apartments,
stalled elevator --,the unmistakable fragrance,of &quot;Eternity&quot;,
jazz on the jukebox --,everybody's too cool,to tap their feet,
&quot;I think we're alone now&quot;,now what do we do?,
winter night --,the crunch of road salt,beneath my boots,
Back Bay --,a flock of pigeons,in unison,
news of her pregnancy --,the cold Chicago wind,
news of her pregnancy --,a candle flickers,in the draft,
late for the interview,fresh lipstick,on his collar,
last day of the diet,an empty take-out carton,on the side of the road,
two a.m. --,my second wind,just blew away,
&quot;64 days till Spring&quot;,etched in dried salt,on the car's rear window,
view from our kitchen window:,a sky filled with stars,and the dog's nose print,
a girl in love,after dark,her sundress still shines,
warming trend,fresh rivlets,in the mud,
it's April,but the only butterflies,are in my stomach,
turbulence --,a screaming baby,
cracks in the pint glass,a pub regular,catches my ear,
waiting for my ride,I shiver,in tomorrow's snowstorm,
waiting for my ride,I can almost feel,tomorrow's snowstorm,
my youngest son,wild flowers,among the weeds,
guarding a suburban home,an eighteen inch statue,of the Virgin Mary,
shortcut,through a cemetery,my footsteps echo,
class dismissed,rats flee,from the dumpster,
New Year's Day --,a fitness center,full of resolutions,
my parents treat!,the bird-sized portions,of an early bird special,
dinner with my parents --,the bird-sized portions,of an early bird special,
Winter rain --,even the dog,stays under the umbrella,
Marathon Monday,I'm tired,just thinking about it,
last day of March,waiting for the mud,to be grass again,
amateur night --,a price tag,on the singer's shoes,
dawn approaches -,the mosquito becomes,a passing truck,
smiling at someone else,the stranger shakes my hand,and asks for my vote,
at long last spring --,I thought I would never see,her legs again,
at dockside,more gulls,than slices of bread,
in the heat of day,a dog sleeps,on the bathroom tile,
looking for something fresh,a skunk,climbs out of the dumpster,
lunar eclipse over Fenway --,an old man weeps with joy,
end of the month --,today I really have,no spare change,
rain delay -,two young fans gaze,at an empty field,
rain delay -,the crowd cheers,the groundskeepers,
rain delay -,an autograph,from a journeyman pitcher,
Graceland --,red shag carpet,fades in the sunlight,
pub regular --,his expertise grows,by the pint,
summer heat --,my dog becomes a throw rug,on the bathroom floor,
upscale Cambridge bar,everybody's waiting,for somebody else,
heavy sigh --,headlights reflected,in the rain-soaked pavement,
Autumn wind --,even though,the flag hangs limp,I can feel it,
even though,the flag hangs limp,I can feel it --,Autumn wind,
guilty pleasure --,when nobody's looking,I Google myself,
a beautiful day,or so it would seem,from my webcam,
New England highway,a skunk carcass,flatter than yesterday,
end of the Convention,a skunk carcass,flatter than yesterday,
driving to the Convention,a skunk carcass,flatter than yesterday,
morning meditation,I strain to hear,her mantra,
whispering ,about my father's illness --,his blank stare,
October chill --,she doesn't remember,saying hello to me,
late for the bus,the sour-faced girl's t-shirt,reads &quot;Angel&quot;,
blue moon,the silence,of fog,
after a long illness,the same brown leaves,in the backyard,
in Tuesday's trash,the sign &quot;God hates fags&quot;,and two dozen roses,
after the final,holiday guest departs,the rain begins,
winter rain --,nobody wants to walk,the Christmas present,
restless night --,the dog and I,switch places,
sunrise,between each car,of a passing freight train,
between each car,of a passing freight train,sunrise,
mourning,the silence,of the mourning doves,
Earth Day -,recycling,another web server,
the bottom,of a shot glass --,the emptiness,
not a single cloud,reflected in the puddle,from last night's rain,
reflected in a puddle,from last night's rain,a fair weather cloud,
make-up sex,I come,too quickly,
through a scratch,in the plexiglas --,sunrise,
New Year's Day --,this year's resolutions,the same as last year's,
pulling up weeds,I covet,my neighbor's lilacs,
the playoffs begin --,a ripe quince falls,between two squirrels,
a ripe quince falls,between two squirrels --,the playoffs begin,
a pretty girl!,my chick magnet,squats,
frost on the windshield,I remember my son's,first steps,
full moon --,I stop myself,from kissing her,
my daughter turns twenty --,a squirrel drops a quince,from a tall branch,
restless night --,the whistle,of a faraway train,
restless night --,a faraway train whistle,
restless night --,faraway train whistle,
December sun --,two snow angels,holding hands,
blue moon --,a shopping cart,in the train yard,
scent of roses --,a blow job,in the back seat,
slow dance,imagining myself,inside her,
playoff game seven --,I refuse to wear,my winter jacket,
sudden gust at Fenway --,a Yankee fan's cap,disappears,
warm December night --,I release a mouse,from the trap,
raking leaves -,all the apologies,I've never made,
first snow,the treacherous search,for a snow shovel,
blues on the jukebox --,I savor the taste,of one beer too many,
late for the train,a stranger shakes my hand,and asks for my vote,
red light district --,working girls,share a cigarette,
a cell phone rings --,the drunk sitting next to me,answers his beer,
I'm a believer,the arrow in her belly button,points to Paradise,
suburban rush hour --,a skunk,crosses Main Street,
the old cathedral --,a baby shouts,at her own echo,
wide awake,the dog's warm breath,in my ear,
unable to sleep,an apple branch,against the window,
midnight thirst,thinking water,but feeling beer,
my brother turns 41 --,will my belated birthday card,arrive on time?,
white pond,hoofprints,on the other side,
clear skies,too chilly,for stargazing,
high-tension wire --,a crow calls,to itself,
sitting on a park bench,how can this little sparrow,want my whole sandwich?,
park bench --,the sparrow has its eye,on my sandwich,
Father's Day --,my son asks for an advance,on his allowance,
breathless,she climbs the stairs,in a tight black dress,
overcast,through scratched plexiglas,is still overcast,
the artist's bedroom,four bare walls,and a broken lamp,
one year later,anti-war graffiti,splattered with mud,
internet down,I get a paper cut,reading the comics,
first day,on the new job -,slow steady rain,
Christmas crunch --,I lose my wife,in shopping cart gridlock,
new moon --,the Red Sox sweep the Yankees,in New York,
coldest day of the year --,my son asks,to borrow my gloves,
catching our breaths,in the afterglow ,a faucet drips,
snow turns to rain --,the dog climbs back,into my bed,
crowded subway car,the androgynous woman,doesn't want my seat,
smoldering,another cigarette butt,in the tip jar,
thanksgiving --,my vegetarian daughter,passes the turkey,
March Madness --,walking into snowfall,instead of Spring,
troubled sleep,the sound,of freezing rain,
empty ferris wheel,I remember,our last kiss,
crowded subway car --,she moves,closer,
cancelled train --,steam pours,from a storm sewer,
unable to sleep,unable to stay awake,a distant freight train,
making love,in an old boxcar --,the train kept a rollin',
behind schedule,I run for the 7:09,so that I can sleep,
howling wind,bounced email,from a deceased friend,
Graceland --,a racquetball court filled,with empty Elvis suits,
13 degrees below zero,even colder,than it sounds,
September chill --,my tires barely miss,the gray squirrel,
full of wine,I imagine her face,when she comes,
found,in a stack,of unpaid bills,the Father's Day card,I never sent,
asleep on the train,a raspberry hazelnut coffee,sits next to me,
first date,he tries to hide the condom,in his wallet,
together at last,a bottle of tequila,and the desert moon,
first day of school --,a hornet's nest,at the bus stop,
racing for the train,I remember where,I left my umbrella,
Independence Day ,a chained dog,barks at fireworks,
my daughter turns twenty-one,a seagull flies into the sun,
my daughter turns twenty-one,the rumble of a passing jet,
my daughter turns twenty-one,wild flowers in an unplowed field,
last day of summer --,fog settles,above the treetops,
distant thunder --,dead mosquitoes,in the bird bath,
waiting for the Red Line,ivy encircles,the third rail,
hunter's moon --,the dog paces,back and forth,
spring heat,a bead of sweat,clings to her nipple,
first day of winter --,Fenway Park,the only green,
dusk,fireflies,in the backyard,
Mother's Day approaching,a sky of fair weather clouds,
Relativity --,college students,getting younger,every year,
Spring in the air -,sneezing fits,in full bloom,
Family Court --,my wedding band,sets off the metal detector,
heat wave --,in an act of kindness,I mentally undress her,
open window,fresh air and hip hop,fill the room,
April 15th,now I know the meaning,of &quot;give the devil his due&quot;,
dog days--,the dog,dazed,
lost in traffic,a whisper,between two lovers,
Boston merge --,horns drown out,the swearing motorist,
first frost --,my father speaks of himself,in the past tense,
rites of spring,the dog chases a cat,up the tree,
November,snow falls,on unraked leaves,
November,snow falls,on the picnic table,
waiting for the late train,pigeons peck,the freshly swept floor,
Winter solstice --,how slowly my father,gets up from his chair,
New England winter --,if I can't see my breath,am I really breathing?,
heat wave --,strangers argue,over a parking spot,
black ice --,I turn the radio off,
winter on the West Bank,Palestinian children,build a snow man,
sun mixed with clouds --,a homeless man's,brand new shoes,
so light in my hand,I imagine him flying --,the dead sparrow,
waking from a dream,I cheer,my son's touchdown,
news of her pregnancy --,it's Spring again,
Naples pier --,a wind surfer crashes,to wild applause,
after the fight,our next door neighbors',loud lovemaking,
a homeless veteran,sleeps peacefully,on yesterday's war headline,
winter solstice --,an ex-girlfriend's name,tattooed to his neck,
driving to college,my son sleeps,through Delaware,
driving home,my son sleeps,through Pennsylvania,
restless night,the dog and I,exchange sighs,
never finding the source,of the leak in the basement,of my dreams,
between T stops,I lose another game of chess,to my Palm Pilot,
crowded subway car -,whose newspaper,shall I read today?,
leaves turn from gold to brown,I bury the dead puppies,
the beggar curses --,a seagull,among pigeons,
blue moon --,the fullness,of her lips,
heat wave --,the afternoon's only breeze,dissolves in diesel fumes,
Spring training begins,but the snow shovel,remains on deck,
before the dog,realizes what we're doing,I come,
November snow --,now I remember,to rake the leaves,
seconds before climax,the conductor wakes me,from a deep sleep,
end of a long night,I hug my new best friend,the barstool,
crowded elevator --,the aspiring executive,wears too much cologne,
crowded elevator --,the aspiring executive,reeks of Eternity,
silent crows,my daughter asks,to borrow the car,
threat of frost --,my ex-wife,enters the court room,
overnight rain --,the last of my mother's siblings,passes on,
drum solo,the appetizers arrive,iced cold,
Memorial Day party --,mother robin,stays close to her nest,
September --,a chipmunk returns to the hole,I filled yesterday,
Election Wednesday --,a homeless man sleeps,on campaign posters,
Independence Day--,the rockets' red glare,over Boston gridlock,
her perfume,the breath,of my daydream,
further away,than it was yesterday --,Memphis moon,
crowded subway car --,the man sitting next to me,reads &quot;Some Like it Hot&quot;,
Boston rush hour -,a muffler scrapes,against the asphalt,
restless night,the dog keeps chasing the cat,in her dreams,
